user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
BPART251002__BPART251002.MAGScoT_cleanbin_000009	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	98.64	0.827	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103085.1, s__Gilliamella mensalis, 95.0, 91.18, 0.474; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.67, 0.373; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 94.06, 0.619; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.24, 0.153; GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.0, 0.17; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.39, 0.177; GCF_900103255.1, s__Gilliamella bombi, 95.0, 88.15, 0.241; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.2, 0.162; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 87.24, 0.194; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 86.9, 0.164; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.3, 0.331	N/A	N/A	N/A	N/A
BPART251003__BPART251003.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.85	0.899	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.26, 0.753; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.64, 0.702; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.67, 0.574; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.72, 0.596	N/A	N/A	N/A	N/A
BPART251003__BPART251003.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.99	11	0.99045	N/A
BPART251003__BPART251003.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.87	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPART251003__BPART251003.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	99.43	0.758	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.34, 0.192; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.69, 0.181; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 92.51, 0.479; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.89, 0.189; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.48, 0.308; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.62, 0.182; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 92.29, 0.496; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.04, 0.341; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.31, 0.196; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 87.02, 0.219	N/A	N/A	N/A	N/A
BPART251004__BPART251004.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.75	0.898	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.7, 0.592; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.55, 0.579; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.45, 0.728; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.771	N/A	N/A	N/A	N/A
BPART251004__BPART251004.MAGScoT_cleanbin_000002	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.97	0.962	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPART251004__BPART251004.MAGScoT_cleanbin_000003	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	54.15	11	0.96001	Genome has more than 26.7% of markers with multiple hits
BPART251004__BPART251004.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	99.13	0.833	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.01, 0.197; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.26, 0.207; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 93.69, 0.592; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.88, 0.378; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.12, 0.476; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.7, 0.237; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.42, 0.237; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 87.0, 0.201; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.78, 0.21; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.1, 0.371	N/A	N/A	N/A	N/A
BPART251004__BPART251004.MAGScoT_cleanbin_000005	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001619615	GCF_001619615.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001619615	98.49	0.812	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_049739645.1, s__Microbacterium sp049739645, 95.0, 95.31, 0.602; GCF_005774735.1, s__Microbacterium sp005774735, 95.0, 91.02, 0.171; GCF_900156455.1, s__Microbacterium sp900156455, 95.0, 91.05, 0.216; GCF_020781835.1, s__Microbacterium testaceum_H, 95.0, 91.08, 0.174; GCF_047238045.1, s__Microbacterium sp047238045, 95.0, 91.05, 0.219; GCF_000333395.1, s__Microbacterium sp000333395, 95.0, 95.02, 0.511; GCF_004022425.1, s__Microbacterium enclense_A, 95.0, 90.51, 0.187; GCF_029639405.1, s__Microbacterium sp001984105, 95.0, 91.45, 0.238	N/A	N/A	N/A	N/A
BPART251005__BPART251005.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.69	0.891	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.771; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.99, 0.708; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.23, 0.558; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.64, 0.619	N/A	N/A	N/A	N/A
BPART251005__BPART251005.MAGScoT_cleanbin_000002	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.78	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPART251005__BPART251005.MAGScoT_cleanbin_000003	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	60.58	11	0.99122	N/A
BPART251005__BPART251005.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.91	0.853	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103085.1, s__Gilliamella mensalis, 95.0, 93.12, 0.682; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.25, 0.305; GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.85, 0.355; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.68, 0.629; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.38, 0.326; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.2, 0.342; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 98.29, 0.748; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.76, 0.23; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.76, 0.284; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.23, 0.289; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.06, 0.524	N/A	N/A	N/A	N/A
BPATZ241114__BPATZ241114.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.7	0.916	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.49, 0.586; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.99, 0.722; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.43, 0.59; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.25, 0.785	N/A	N/A	N/A	N/A
BPATZ241114__BPATZ241114.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	GCF_900112665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	97.55	0.872	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPATZ241114__BPATZ241114.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	99.08	0.963	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPATZ241114__BPATZ241114.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.54	0.9	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103085.1, s__Gilliamella mensalis, 95.0, 97.99, 0.912; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.29, 0.303; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 85.58, 0.195; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.58, 0.302; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.9, 0.549; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.44, 0.275; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.13, 0.49; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.68, 0.269; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.26, 0.346; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.81, 0.305; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.03, 0.619	N/A	N/A	N/A	N/A
BPATZ241115__BPATZ241115.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.71	0.919	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.15, 0.73; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.38, 0.592; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.11, 0.793; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.47, 0.605	N/A	N/A	N/A	N/A
BPATZ241115__BPATZ241115.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.8	0.829	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 85.69, 0.203; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 98.49, 0.863; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.05, 0.284; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.22, 0.296; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.32, 0.259; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.47, 0.601; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.7, 0.52; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.78, 0.479; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.79, 0.331; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.83, 0.302; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.67, 0.269	N/A	N/A	N/A	N/A
BPATZ241115__BPATZ241115.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	38.86	11	0.99903	Genome has more than 19.2% of markers with multiple hits
BPATZ241116__BPATZ241116.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.81	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.6, 0.6; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.76, 0.716; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.2, 0.584; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.07, 0.779	N/A	N/A	N/A	N/A
BPATZ241116__BPATZ241116.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.57	11	0.99037	N/A
BPATZ241116__BPATZ241116.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.99	0.888	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPATZ241116__BPATZ241116.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.62	0.821	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.85, 0.242; GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.96, 0.206; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.86, 0.187; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.96, 0.446; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 86.84, 0.169; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 92.8, 0.463; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 87.53, 0.237; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 87.1, 0.172; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.68, 0.642; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.46, 0.447	N/A	N/A	N/A	N/A
BPATZ241117__BPATZ241117.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.75	0.909	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.99, 0.717; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.25, 0.779; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.56, 0.59; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.46, 0.58	N/A	N/A	N/A	N/A
BPATZ241117__BPATZ241117.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.49	11	0.99047	N/A
BPATZ241117__BPATZ241117.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.99	0.899	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.23, 0.5; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.54, 0.507; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.22, 0.195; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.98, 0.236; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.77, 0.28; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.85, 0.192; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.09, 0.449; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.69, 0.567; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 84.54, 0.175; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.96, 0.16; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.73, 0.292	N/A	N/A	N/A	N/A
BPATZ241118__BPATZ241118.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.81	0.938	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000600005.1, s__Snodgrassella alvi, 95.0, 82.0, 0.15; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.58, 0.593; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.61, 0.593; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.99, 0.754; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 93.98, 0.798	N/A	N/A	N/A	N/A
BPATZ241118__BPATZ241118.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.49	11	0.99035	N/A
BPATZ241118__BPATZ241118.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	98.64	0.868	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.51, 0.241; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 87.59, 0.249; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 92.54, 0.492; GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.65, 0.206; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 93.12, 0.65; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.54, 0.585; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.5, 0.209; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 86.84, 0.159; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.21, 0.17; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.31, 0.452; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.44, 0.173	N/A	N/A	N/A	N/A
